# Generated from Japanese N2 Grammar
dabia-jlpt::N2 Grammar,5f4afb09-ee04-55da-bbea-a8a6f45a7f28,わけにはいかない,,,V-原型 / V-ない形,主观判断、意志、评价与行为结果 | 基于社会常识、道德或人情，不能…/不得不…,,,,,われわれは彼の無責任な行動を見逃す__。,われわれは彼の無責任な行動を見逃すわけにはいかない。,基于道义，我们是绝对不能对他的这种不负责任的行为视而不见的。,,jlpt_n2_grammar/5f4afb09-ee04-55da-bbea-a8a6f45a7f28.mp3
dabia-jlpt::N2 Grammar,d82cf5b8-a357-5817-b1a7-8055d9669c8d,にあたって,,,N / V-原型,对象、目的、主题与核心 | 正值…的重要时刻、之际（准备做大事前）,,,,,スピーチ大会を始める__、審査の方法をご説明します。,スピーチ大会を始めるにあたって、審査の方法をご説明します。,正值演讲大赛即将开始之际，由我来为大家说明一下评审规则。,,jlpt_n2_grammar/d82cf5b8-a357-5817-b1a7-8055d9669c8d.mp3
dabia-jlpt::N2 Grammar,ea3a9db6-9e9b-59fc-8a0c-59a15520cacf,においても,,,N,对象、目的、主题与核心 | 在…方面 / 在…（场所、时代、领域等）,,,,,最近は職場だけでなく、家庭__パソコンが使われている。,最近は職場だけでなく、家庭においてもパソコンが使われている。,最近不仅在工作岗位上，在家庭生活当中电脑也被广泛使用。,,jlpt_n2_grammar/ea3a9db6-9e9b-59fc-8a0c-59a15520cacf.mp3
dabia-jlpt::N2 Grammar,982c8584-3868-5652-b093-9d8dbed8af58,に応じて,,,N,对象、目的、主题与核心 | 与…相适应 / 适合… / 根据…来调整,,,,,皆さんのご希望__商品を生産していくつもりです。,皆さんのご希望に応じて商品を生産していくつもりです。,我们打算根据大家的期望与需求，来针对性地生产产品。,,jlpt_n2_grammar/982c8584-3868-5652-b093-9d8dbed8af58.mp3
dabia-jlpt::N2 Grammar,556b61cd-7218-55c3-a7fd-4638b88e8bda,にかけては,,,N,对象、目的、主题与核心 | 唯独在…技术、能力方面（后多接最高评价）,,,,,数学__彼の右に出るものはいない。,数学にかけては彼の右に出るものはいない。,单就数学能力这方面而言，没人能胜得过他。,,jlpt_n2_grammar/556b61cd-7218-55c3-a7fd-4638b88e8bda.mp3
dabia-jlpt::N2 Grammar,6b596678-6c72-541c-9990-bedf34a0c4ef,にかわって,,,N,对象、目的、主题与核心 | 代替…（某人或旧事物）,,,,,用事がある田中さん__、今日は山田さんが残業した。,用事がある田中さんにかわって、今日は山田さんが残業した。,代替临时有事的田中，今天山田主动留下来加班了。,,jlpt_n2_grammar/6b596678-6c72-541c-9990-bedf34a0c4ef.mp3
dabia-jlpt::N2 Grammar,853e7c54-e830-5744-a535-7be49b019db3,に関して,,,N,对象、目的、主题与核心 | 关于… / 有关…（划定一个相对宽泛的讨论范围）,,,,,コンピューターの使い方__、質問がある方は私のところまで。,コンピューターの使い方に関して、質問がある方は私のところまで。,有关电脑的具体使用方法，如果有存在疑问的请尽管来问我。,,jlpt_n2_grammar/853e7c54-e830-5744-a535-7be49b019db3.mp3
dabia-jlpt::N2 Grammar,3a9b9f7f-c801-567b-b58f-da7a778e2945,にこたえて,,,N,对象、目的、主题与核心 | 回应… / 报答… / 满足…（期待、欢呼等）,,,,,首相は市民の歓呼__、手を振った。,首相は市民の歓呼にこたえて、手を振った。,面对市民们的热烈欢呼，首相挥手致意表示回应。,,jlpt_n2_grammar/3a9b9f7f-c801-567b-b58f-da7a778e2945.mp3
dabia-jlpt::N2 Grammar,b61d884e-031d-58e4-969c-3587d9cef8da,際して,,,N / V-原型,对象、目的、主题与核心 | 当…之际 / 正值…之时（书面，伴随某起重大事件）,,,,,A国の大統領訪日に__、厳戒態勢がしかれた。,A国の大統領訪日に際して、厳戒態勢がしかれた。,正值A国总统访问日本之际，现场部署了极其严密的戒备。,,jlpt_n2_grammar/b61d884e-031d-58e4-969c-3587d9cef8da.mp3
dabia-jlpt::N2 Grammar,43a829bc-bc1f-5a6f-9856-2d764714647b,に先立ち,,,N / V-原型,对象、目的、主题与核心 | 先于… / 在…大动作之前（做好准备工作）,,,,,新車の発売__、展示会が開かれた。,新車の発売に先立ち、展示会が開かれた。,在新车正式投放市场销售之前，特意先举办了新车展示会。,,jlpt_n2_grammar/43a829bc-bc1f-5a6f-9856-2d764714647b.mp3
dabia-jlpt::N2 Grammar,6cf01974-db30-5d74-a63f-5ea3467266e8,に沿って,,,N,对象、目的、主题与核心 | 沿着…（河流/道路） / 遵循…（方针/计划）,,,,,すべて基本計画__進める、一切の変更は認めない。,すべて基本計画に沿って進める、一切の変更は認めない。,全盘按照基本计划遵循进行，一律不允许有任何擅自变更。,,jlpt_n2_grammar/6cf01974-db30-5d74-a63f-5ea3467266e8.mp3
dabia-jlpt::N2 Grammar,b2ffa42d-94f9-5c37-8a19-0f8226ba546e,に対する,,,N / 连体形+の,对象、目的、主题与核心 | 对于…（动作所指向的目标、对象）/ 相对之下,,,,,地震の被害者__速やかな救援活動は賞賛に値する。,地震の被害者に対する速やかな救援活動は賞賛に値する。,对于地震受灾群众所展开的迅速救援行动，确实非常值得赞赏。,,jlpt_n2_grammar/b2ffa42d-94f9-5c37-8a19-0f8226ba546e.mp3
dabia-jlpt::N2 Grammar,56424a16-dc46-57be-b72f-c2cba0819b6b,について,,,N,对象、目的、主题与核心 | 关于… / 谈及…（直接指向某项内容话题）,,,,,学生たちはおのおの興味のあるテーマ__、作文を書いた。,学生たちはおのおの興味のあるテーマについて、作文を書いた。,学生们各自围绕着自己感兴趣的主题，撰写了作文。,,jlpt_n2_grammar/56424a16-dc46-57be-b72f-c2cba0819b6b.mp3
dabia-jlpt::N2 Grammar,a829849b-a9f9-5bfe-9fa1-df6091378afa,につけ,,,N / V-原型,对象、目的、主题与核心 | 每逢看到/听到…就（自然产生某种心绪）,,,,,嬉しい__、悲しいにつけ思い出すは故郷の山々だ。,嬉しいにつけ、悲しいにつけ思い出すは故郷の山々だ。,每逢高兴的时候，抑或是悲伤的时候，脑海中总会浮现出故乡的山峦。,,jlpt_n2_grammar/a829849b-a9f9-5bfe-9fa1-df6091378afa.mp3
dabia-jlpt::N2 Grammar,05faeeed-4e75-57f2-8857-528ca523a6ae,向き,,,N,对象、目的、主题与核心 | 面向…的 / 刚好适合…的（客观属性上合适）,,,,,この雑誌はどちらかというと男性__だ。,この雑誌はどちらかというと男性向きだ。,这份杂志要说起来的话，客观上更适合男性来阅读。,,jlpt_n2_grammar/05faeeed-4e75-57f2-8857-528ca523a6ae.mp3
dabia-jlpt::N2 Grammar,78d75484-49ea-517c-83d2-7e7936e88455,向け,,,N,对象、目的、主题与核心 | 刻意以…为特定对象、专门去特别定制的,,,,,あのマンションは若者__に設計されている。,あのマンションは若者向けに設計されている。,那栋高级公寓在当初设计时，就是专门面向年轻人量身打造的。,,jlpt_n2_grammar/78d75484-49ea-517c-83d2-7e7936e88455.mp3
dabia-jlpt::N2 Grammar,aef5dcba-57fb-58e6-ad71-7a1845f19696,として,,,N,对象、目的、主题与核心 | 作为…（身份、名义、资格）,,,,,みんなはAさんをクラスの代表委員__選出した。,みんなはAさんをクラスの代表委員として選出した。,大家把A君作为我们班级的代表委员选举了出来。,,jlpt_n2_grammar/aef5dcba-57fb-58e6-ad71-7a1845f19696.mp3
dabia-jlpt::N2 Grammar,cd73ef12-7646-59cc-9dd5-1e1709278f6a,きっかけ,,,体言,对象、目的、主题与核心 | 以…（偶然的日常小事）为开端、契机发展出变化,,,,,たまたま同じバスで通学していたことが__で親しくなった。,たまたま同じバスで通学していたことがきっかけで親しくなった。,当初只是因为碰巧天天坐同一辆公交车上学，以此为契机两人熟络了起来。,,jlpt_n2_grammar/cd73ef12-7646-59cc-9dd5-1e1709278f6a.mp3
dabia-jlpt::N2 Grammar,f652c5aa-0f6d-5a13-90e8-4fe931aca9b9,を契機に,,,体言,对象、目的、主题与核心 | 以…（重大的历史、政治或人生转折）为契机,,,,,両親の離婚__子供の登校拒否が始まった。,両親の離婚を契機に子供の登校拒否が始まった。,以父母亲离婚为重大转折点，孩子开始出现了抗拒上学的情况。,,jlpt_n2_grammar/f652c5aa-0f6d-5a13-90e8-4fe931aca9b9.mp3
dabia-jlpt::N2 Grammar,891f0e3a-11b3-5b7e-b9c6-d33f6710ca91,をこめて,,,N,对象、目的、主题与核心 | 倾注… / 满怀着…（爱意、心意、愤怒等情感）,,,,,愛__、この指湾を贈ります、どうか受け取ってください。,愛をこめて、この指湾を贈ります、どうか受け取ってください。,满怀着对你浓浓的爱意，送上这枚戒指，请你务必收下。,,jlpt_n2_grammar/891f0e3a-11b3-5b7e-b9c6-d33f6710ca91.mp3
dabia-jlpt::N2 Grammar,cd34d96c-34ae-5c0c-93ad-695c114d7cfd,を中心に,,,N,对象、目的、主题与核心 | 以…为核心、中心,,,,,世界は君__回っているんじゃないよ。,世界は君を中心に回っているんじゃないよ。,这个世界可不是围着你一个人在转的啊。,,jlpt_n2_grammar/cd34d96c-34ae-5c0c-93ad-695c114d7cfd.mp3
dabia-jlpt::N2 Grammar,3bea0098-1beb-5477-8f01-531b1f524cf1,を通じて,,,N,对象、目的、主题与核心 | ①通过…（媒介、手段）达成 / ②在整个…（期间、范围）里一直,,,,,この店は年間__、お客は途絶えることがありません。,この店は年間を通じて、お客は途絶えることがありません。,这家店在整整一年的时间里，登门的顾客都始终络绎不绝。,,jlpt_n2_grammar/3bea0098-1beb-5477-8f01-531b1f524cf1.mp3
dabia-jlpt::N2 Grammar,2bdbe787-52bd-5a67-bd23-95be62755313,をめぐって,,,N,对象、目的、主题与核心 | 围绕着…（某个核心争端、问题）展开争论/纠纷,,,,,遺産__、兄弟の間に争いが起こった。,遺産をめぐって、兄弟の間に争いが起こった。,围绕着遗产分配问题，亲兄弟之间竟然爆发了激烈的争执。,,jlpt_n2_grammar/2bdbe787-52bd-5a67-bd23-95be62755313.mp3
dabia-jlpt::N2 Grammar,344b4651-fde8-536a-9465-0ed0ad32f90e,のとおりに,,,N+の / N / V-原型,对象、目的、主题与核心 | 完全按照…原样那样地去做某事,,,,,説明書__操作したのに、パソコンがうまく動かない。,説明書のとおりに操作したのに、パソコンがうまく動かない。,明明完全按照说明书上的步骤去操作了，电脑还是没办法顺利开机。,,jlpt_n2_grammar/344b4651-fde8-536a-9465-0ed0ad32f90e.mp3
dabia-jlpt::N2 Grammar,434f0520-ebe2-55f8-bd1a-271b0ce76652,とか,,,终止形 / 体言,对象、目的、主题与核心 | 听说…（传闻，后续信息准确度较低）,,,,,天气予報によれば、明日関西地方は大雨だ__。,天气予報によれば、明日関西地方は大雨だとか。,据天气预报说，听说明天关西地区好像有大雨。,,jlpt_n2_grammar/434f0520-ebe2-55f8-bd1a-271b0ce76652.mp3
dabia-jlpt::N2 Grammar,063cefeb-5333-52db-a1ad-d7264b0678cc,ということだ,,,终止形 / 体言,对象、目的、主题与核心 | 听说… / 据说…（传达客观事实，可信度较高）,,,,,噂によれば、隣の空き地にビルが建てられる__。,噂によれば、隣の空き地にビルが建てられるということだ。,根据坊间传闻，据说旁边的那块空地上接下来要建造一栋大楼。,,jlpt_n2_grammar/063cefeb-5333-52db-a1ad-d7264b0678cc.mp3
dabia-jlpt::N2 Grammar,2212acc5-83c8-5bf9-b104-8fbd578e2f64,というと,,,普通形 / 体言,对象、目的、主题与核心 | 提起… / 说到…的话（立刻联想到最具代表性的事物）,,,,,山田さんは旅行__、必ず温泉に行く。,山田さんは旅行というと、必ず温泉に行く。,山田先生一提起旅行的话，就一定会选择去泡温泉。,,jlpt_n2_grammar/2212acc5-83c8-5bf9-b104-8fbd578e2f64.mp3
dabia-jlpt::N2 Grammar,3077d73d-20a1-542e-9aed-a51b8e3cba93,と言うものだ,,,普通形 / 体言,对象、目的、主题与核心 | 这才真正叫作… / 也就是…这回事,,,,,相手の立場に立って考えることのできる人、それが大人__。,相手の立場に立って考えることのできる人、それが大人と言うものだ。,懂得换位思考、能站在对方立场考虑问题的人，这才叫作真正长大了。,,jlpt_n2_grammar/3077d73d-20a1-542e-9aed-a51b8e3cba93.mp3
dabia-jlpt::N2 Grammar,c9615866-4bcc-5ce5-918c-b1f8df668f79,というものではない,,,普通形 / 体言,对象、目的、主题与核心 | 也并非是… / 绝不能说…（常理的否定）,,,,,何でも安ければいい__。,何でも安ければいいというものではない。,任何东西也绝非是只要便宜就是好的。,,jlpt_n2_grammar/c9615866-4bcc-5ce5-918c-b1f8df668f79.mp3
dabia-jlpt::N2 Grammar,1dbab57a-bd82-55fd-a928-492239e38f8e,というより,,,普通形 / 体言,对象、目的、主题与核心 | 与其说是前项…倒不如说后项才是…,,,,,这是事故__、むしろ犯罪である。,这是事故というより、むしろ犯罪である。,这桩惨剧与其说是意外事故，倒不如说根本就是一桩犯罪。,,jlpt_n2_grammar/1dbab57a-bd82-55fd-a928-492239e38f8e.mp3
